CustomerKey,FirstName,LastName,MaritalStatus,Gender,EmailAddress,YearlyIncome
11151,Melinda,Gill,S,F,melinda9@adventure-works.com,60000
11154,Megan,Walker,S,F,megan25@adventure-works.com,40000
11156,Maria,Roberts,S,F,maria47@adventure-works.com,40000
11159,Brianna,Hughes,S,F,brianna57@adventure-works.com,40000
11161,Emily,Wood,S,F,emily27@adventure-works.com,40000
11166,Ashley,Martinez,S,F,ashley18@adventure-works.com,70000
11167,Jasmine,Barnes,S,F,jasmine43@adventure-works.com,80000
11173,Sarah,Thomas,S,F,sarah13@adventure-works.com,110000
11182,Stephanie,Torres,S,F,stephanie19@adventure-works.com,70000
11183,Jasmine,Lee,S,F,jasmine19@adventure-works.com,70000
11184,Meghan,Hernandez,S,F,meghan3@adventure-works.com,70000
11185,Ashley,Henderson,S,F,ashley31@adventure-works.com,70000
11186,Sarah,Price,S,F,sarah25@adventure-works.com,70000
11191,Kristi,Perez,S,F,kristi39@adventure-works.com,70000
11198,Brooke,Sanders,S,F,brooke3@adventure-works.com,70000
11207,Danielle,Cox,S,F,danielle12@adventure-works.com,60000
11213,Stephanie,Murphy,S,F,stephanie11@adventure-works.com,60000
11216,Jasmine,Torres,S,F,jasmine32@adventure-works.com,60000
11217,Natalie,Adams,S,F,natalie58@adventure-works.com,60000
11218,Olivia,Brown,S,F,olivia4@adventure-works.com,60000
11223,Hailey,Patterson,S,F,hailey30@adventure-works.com,70000
11224,Tiffany,Li,S,F,tiffany3@adventure-works.com,70000
11234,Anna,Griffin,S,F,anna46@adventure-works.com,70000
11238,Mayra,Prasad,S,F,mayra9@adventure-works.com,130000
11241,Lisa,Cai,S,F,lisa24@adventure-works.com,100000
11244,Alexis,Coleman,S,F,alexis28@adventure-works.com,170000
11247,Claudia,Zhou,S,F,claudia7@adventure-works.com,130000
11257,Jacqueline,Powell,S,F,jacqueline9@adventure-works.com,120000
11266,Taylor,Howard,S,F,taylor14@adventure-works.com,90000
11271,Danielle,Reed,S,F,danielle23@adventure-works.com,150000
11272,Lauren,Martinez,S,F,lauren35@adventure-works.com,70000
11281,Megan,Barnes,S,F,megan53@adventure-works.com,110000
11295,Taylor,Lewis,S,F,taylor67@adventure-works.com,80000
11296,Haley,Richardson,S,F,haley10@adventure-works.com,50000
11303,Julia,Coleman,S,F,julia72@adventure-works.com,90000
11309,Victoria,Lewis,S,F,victoria20@adventure-works.com,60000
11310,Erin,Sanders,S,F,erin7@adventure-works.com,70000
11311,Gabrielle,Lopez,S,F,gabrielle63@adventure-works.com,70000
11312,Sara,Richardson,S,F,sara10@adventure-works.com,70000
11314,Mya,Flores,S,F,mya13@adventure-works.com,70000
11315,Hailey,Ward,S,F,hailey12@adventure-works.com,70000
11317,Victoria,Russell,S,F,victoria66@adventure-works.com,40000
11318,Jessica,Wilson,S,F,jessica54@adventure-works.com,40000
11332,Deanna,Ramos,S,F,deanna44@adventure-works.com,10000
11345,Robin,Ramos,S,F,robin13@adventure-works.com,10000
11346,Deanna,Gutierrez,S,F,deanna37@adventure-works.com,10000
11351,Anne,Ramos,S,F,anne19@adventure-works.com,20000
11353,Carrie,Ortega,S,F,carrie19@adventure-works.com,30000
11358,Cynthia,Malhotra,S,F,cynthia9@adventure-works.com,10000
11364,Jennifer,Collins,S,F,jennifer6@adventure-works.com,10000
11365,Brittney,Sun,S,F,brittney12@adventure-works.com,10000
11372,Wendy,Romero,S,F,wendy8@adventure-works.com,20000
11378,Shannon,Liang,S,F,shannon15@adventure-works.com,10000
11387,Megan,Ramirez,S,F,megan44@adventure-works.com,40000
11390,Christine,Raji,S,F,christine16@adventure-works.com,10000
11391,Lindsay,Xie,S,F,lindsay3@adventure-works.com,10000
11395,Beth,Gutierrez,S,F,beth13@adventure-works.com,30000
11397,Latoya,Shan,S,F,latoya9@adventure-works.com,20000
11399,Brenda,Mehta,S,F,brenda17@adventure-works.com,30000
11403,Nancy,Schmidt,S,F,nancy13@adventure-works.com,40000
11404,Megan,Taylor,S,F,megan12@adventure-works.com,10000
11405,Bonnie,Goel,S,F,bonnie25@adventure-works.com,10000
11409,Jacqueline,Hayes,S,F,jacqueline23@adventure-works.com,10000
11412,Sydney,Bryant,S,F,sydney40@adventure-works.com,80000
11428,Deanna,Perez,S,F,deanna24@adventure-works.com,120000
11435,Robin,Romero,S,F,robin5@adventure-works.com,100000
11443,Grace,Griffin,S,F,grace67@adventure-works.com,60000
11445,Kari,Kim,S,F,kari3@adventure-works.com,70000
11446,Bethany,Chander,S,F,bethany19@adventure-works.com,70000
11452,Erika,Rubio,S,F,erika18@adventure-works.com,80000
11454,Melinda,Navarro,S,F,melinda5@adventure-works.com,80000
11459,Tasha,Deng,S,F,tasha1@adventure-works.com,80000
11471,Latasha,Suarez,S,F,latasha19@adventure-works.com,30000
11473,Grace,Henderson,S,F,grace52@adventure-works.com,20000
11482,Adrienne,Torres,S,F,adrienne8@adventure-works.com,30000
11486,Ariana,Rogers,S,F,ariana17@adventure-works.com,10000
11487,Morgan,Jones,S,F,morgan26@adventure-works.com,10000
11489,Deborah,Goel,S,F,deborah21@adventure-works.com,20000
11493,Dawn,Wu,S,F,dawn8@adventure-works.com,40000
11497,Katrina,Nath,S,F,katrina17@adventure-works.com,40000
11500,Sarah,Simmons,S,F,sarah40@adventure-works.com,40000
11501,Brandy,Chandra,S,F,brandy20@adventure-works.com,40000
11505,Jasmine,Powell,S,F,jasmine48@adventure-works.com,60000
11507,Isabella,Russell,S,F,isabella30@adventure-works.com,60000
11508,Elizabeth,Wilson,S,F,elizabeth11@adventure-works.com,60000
11512,Natalie,Campbell,S,F,natalie50@adventure-works.com,20000
11513,Alyssa,Howard,S,F,alyssa38@adventure-works.com,20000
11538,Nicole,Taylor,S,F,nicole9@adventure-works.com,60000
11550,Deb,Torres,S,F,deb4@adventure-works.com,40000
11554,Sydney,Simmons,S,F,sydney37@adventure-works.com,10000
11557,Felicia,Ramos,S,F,felicia16@adventure-works.com,30000
11560,Whitney,Srini,S,F,whitney7@adventure-works.com,30000
11561,Briana,Dominguez,S,F,briana12@adventure-works.com,10000
11568,Alexia,Foster,S,F,alexia13@adventure-works.com,20000
11573,Meagan,Subram,S,F,meagan13@adventure-works.com,20000
11574,Karla,Luo,S,F,karla6@adventure-works.com,20000
11578,Trisha,Huang,S,F,trisha0@adventure-works.com,10000
11582,Claudia,Ma,S,F,claudia14@adventure-works.com,30000
11583,Karla,Xu,S,F,karla5@adventure-works.com,30000
11590,Erika,Diaz,S,F,erika2@adventure-works.com,30000
11591,Stacey,Lu,S,F,stacey12@adventure-works.com,30000
11597,Janelle,Chandra,S,F,janelle2@adventure-works.com,30000
11598,Meredith,Ruiz,S,F,meredith24@adventure-works.com,30000
11599,Melody,Diaz,S,F,melody3@adventure-works.com,20000
11600,Linda,Rubio,S,F,linda36@adventure-works.com,30000
11605,Heidi,Subram,S,F,heidi15@adventure-works.com,20000
11606,Melody,Ramos,S,F,melody17@adventure-works.com,10000
11613,Meredith,Prasad,S,F,meredith8@adventure-works.com,30000
11614,Katrina,Sharma,S,F,katrina8@adventure-works.com,30000
11619,Sierra,Young,S,F,sierra15@adventure-works.com,50000
11620,Megan,Rodriguez,S,F,megan23@adventure-works.com,50000
11621,Leah,She,S,F,leah19@adventure-works.com,50000
11623,Angela,Perry,S,F,angela10@adventure-works.com,50000
11628,Mariah,Wood,S,F,mariah6@adventure-works.com,40000
11636,Kimberly,Cox,S,F,kimberly14@adventure-works.com,60000
11645,Gabriella,Turner,S,F,gabriella27@adventure-works.com,40000
11646,Anna,Foster,S,F,anna41@adventure-works.com,40000
11653,Sydney,Peterson,S,F,sydney15@adventure-works.com,60000
11655,Tamara,Sharma,S,F,tamara21@adventure-works.com,70000
11664,Alyssa,Morgan,S,F,alyssa30@adventure-works.com,70000
11668,Jada,Collins,S,F,jada15@adventure-works.com,70000
11669,Isabella,Simmons,S,F,isabella25@adventure-works.com,70000
11670,Jacqueline,Perry,S,F,jacqueline8@adventure-works.com,70000
11671,Jessica,Brown,S,F,jessica51@adventure-works.com,60000
11673,Susan,Ye,S,F,susan19@adventure-works.com,60000
11688,Victoria,Morris,S,F,victoria26@adventure-works.com,80000
11691,Kaitlyn,Wilson,S,F,kaitlyn29@adventure-works.com,40000
11693,Hailey,Diaz,S,F,hailey42@adventure-works.com,50000
11696,Mackenzie,Campbell,S,F,mackenzie29@adventure-works.com,50000
11702,Jenny,Zhou,S,F,jenny11@adventure-works.com,60000
11703,Kaylee,Baker,S,F,kaylee39@adventure-works.com,60000
11705,Brooke,Richardson,S,F,brooke9@adventure-works.com,60000
11707,Natalie,Cook,S,F,natalie5@adventure-works.com,60000
11708,Elizabeth,Weisman,S,F,elizabeth6@adventure-works.com,60000
11709,Hailey,Collins,S,F,hailey45@adventure-works.com,60000
11756,Linda,Ortega,S,F,linda37@adventure-works.com,60000
11764,Jessie,Ramos,S,F,jessie36@adventure-works.com,80000
11766,Candace,Raman,S,F,candace12@adventure-works.com,90000
11767,Meagan,Madan,S,F,meagan8@adventure-works.com,90000
11769,Haley,Hernandez,S,F,haley53@adventure-works.com,50000
11775,Sierra,Roberts,S,F,sierra3@adventure-works.com,50000
11777,Miranda,Long,S,F,miranda9@adventure-works.com,40000
11778,Haley,Henderson,S,F,haley24@adventure-works.com,60000
11779,Sarah,Jackson,S,F,sarah14@adventure-works.com,60000
11780,Jessica,Alexander,S,F,jessica43@adventure-works.com,60000
11788,Destiny,James,S,F,destiny43@adventure-works.com,70000
11794,Lauren,Ross,S,F,lauren51@adventure-works.com,40000
11795,Nicole,Thomas,S,F,nicole11@adventure-works.com,40000
11796,Isabel,Jenkins,S,F,isabel7@adventure-works.com,40000
11803,Jan,Hernandez,S,F,jan15@adventure-works.com,60000
11811,Abigail,Brooks,S,F,abigail22@adventure-works.com,40000
11817,Morgan,Miller,S,F,morgan29@adventure-works.com,70000
11825,Aimee,She,S,F,aimee17@adventure-works.com,70000
11832,Zoe,Murphy,S,F,zoe13@adventure-works.com,40000
11837,Haley,Alexander,S,F,haley38@adventure-works.com,80000
11843,Christy,Nara,S,F,christy34@adventure-works.com,50000
11844,Michele,Alvarez,S,F,michele39@adventure-works.com,50000
11845,Natalie,Jones,S,F,natalie71@adventure-works.com,30000
11846,Savannah,Reed,S,F,savannah18@adventure-works.com,50000
11847,Cassidy,Diaz,S,F,cassidy23@adventure-works.com,50000
11849,Faith,Reed,S,F,faith36@adventure-works.com,50000
11850,Brooke,Ramirez,S,F,brooke7@adventure-works.com,50000
11851,Jada,Mitchell,S,F,jada23@adventure-works.com,60000
11853,Grace,Jones,S,F,grace2@adventure-works.com,60000
11857,Isabella,Young,S,F,isabella56@adventure-works.com,60000
11862,Olivia,Peterson,S,F,olivia40@adventure-works.com,40000
11868,Jessica,Peterson,S,F,jessica17@adventure-works.com,70000
11869,Kaitlyn,Adams,S,F,kaitlyn13@adventure-works.com,70000
11870,Jillian,Garcia,S,F,jillian15@adventure-works.com,70000
11872,Faith,Patterson,S,F,faith9@adventure-works.com,60000
11899,Brenda,Perez,S,F,brenda25@adventure-works.com,80000
11901,Stacy,Alvarez,S,F,stacy6@adventure-works.com,60000
11903,Kate,Raji,S,F,kate18@adventure-works.com,110000
11904,Kaylee,Cook,S,F,kaylee18@adventure-works.com,110000
11907,Sarah,Garcia,S,F,sarah18@adventure-works.com,80000
11912,Rachael,Sai,S,F,rachael5@adventure-works.com,60000
11914,Meagan,Rana,S,F,meagan11@adventure-works.com,70000
11920,Adrienne,Gomez,S,F,adrienne1@adventure-works.com,60000
11925,Ashlee,Jai,S,F,ashlee18@adventure-works.com,40000
11927,Nicole,Murphy,S,F,nicole32@adventure-works.com,40000
11929,Virginia,Gonzalez,S,F,virginia21@adventure-works.com,30000
11935,Jessica,Taylor,S,F,jessica56@adventure-works.com,30000
11944,Rachael,Rodriguez,S,F,rachael18@adventure-works.com,30000
11946,Brandy,Saunders,S,F,brandy6@adventure-works.com,30000
11947,Jenny,Zheng,S,F,jenny21@adventure-works.com,30000
11949,Julia,Brooks,S,F,julia63@adventure-works.com,70000
11953,Courtney,Wright,S,F,courtney16@adventure-works.com,40000
11956,Alexandria,Sandberg,S,F,alexandria27@adventure-works.com,40000
11957,Courtney,Hernandez,S,F,courtney14@adventure-works.com,60000
11959,Elizabeth,Davis,S,F,elizabeth9@adventure-works.com,70000
11960,Ana,Griffin,S,F,ana19@adventure-works.com,70000
11961,Anne,Alvarez,S,F,anne5@adventure-works.com,70000
11962,Alexandra,Roberts,S,F,alexandra47@adventure-works.com,60000
11965,Katie,She,S,F,katie3@adventure-works.com,70000
11967,Latasha,Munoz,S,F,latasha7@adventure-works.com,80000
11968,Kelsey,Becker,S,F,kelsey19@adventure-works.com,130000
11970,Bailey,Collins,S,F,bailey22@adventure-works.com,80000
11971,Amanda,Adams,S,F,amanda58@adventure-works.com,80000
11973,Caroline,Barnes,S,F,caroline5@adventure-works.com,60000
11975,Destiny,Garcia,S,F,destiny16@adventure-works.com,60000
11976,Audrey,Ramos,S,F,audrey19@adventure-works.com,120000
11980,Kimberly,Richardson,S,F,kimberly13@adventure-works.com,60000
11981,Alexandria,Howard,S,F,alexandria33@adventure-works.com,60000
11982,Alexandra,Foster,S,F,alexandra37@adventure-works.com,60000
11988,Kathryn,Chapman,S,F,kathryn14@adventure-works.com,70000
11989,Kara,Anand,S,F,kara20@adventure-works.com,70000
11990,Joanna,Vazquez,S,F,joanna13@adventure-works.com,70000
11992,Tonya,Chande,S,F,tonya14@adventure-works.com,60000
11993,Rosa,Wang,S,F,rosa1@adventure-works.com,60000
11994,Leah,Hu,S,F,leah16@adventure-works.com,110000
11996,Veronica,Srini,S,F,veronica9@adventure-works.com,60000
12000,Ashley,Russell,S,F,ashley47@adventure-works.com,70000
12001,Shannon,Yang,S,F,shannon5@adventure-works.com,80000
12002,Adriana,Lopez,S,F,adriana17@adventure-works.com,70000
12003,Audrey,Munoz,S,F,audrey8@adventure-works.com,70000
12009,Ann,Martinez,S,F,ann22@adventure-works.com,80000
12011,Morgan,Johnson,S,F,morgan24@adventure-works.com,30000
12013,Kayla,Lewis,S,F,kayla20@adventure-works.com,30000
12016,Meredith,Serrano,S,F,meredith40@adventure-works.com,40000
12019,Gabrielle,Cox,S,F,gabrielle10@adventure-works.com,30000
12021,Deborah,Yuan,S,F,deborah11@adventure-works.com,10000
12028,Sarah,Lewis,S,F,sarah23@adventure-works.com,30000
12030,Ana,Washington,S,F,ana12@adventure-works.com,40000
12033,Kristen,Guo,S,F,kristen15@adventure-works.com,40000
12037,Patricia,Chapman,S,F,patricia7@adventure-works.com,40000
12044,Madeline,Lopez,S,F,madeline18@adventure-works.com,40000
12046,Alexa,Cook,S,F,alexa20@adventure-works.com,40000
12047,Alexandra,Davis,S,F,alexandra68@adventure-works.com,40000
12048,Kayla,Coleman,S,F,kayla30@adventure-works.com,70000
12049,Angela,Russell,S,F,angela22@adventure-works.com,80000
12052,Makayla,Ward,S,F,makayla11@adventure-works.com,120000
12068,Maria,Jenkins,S,F,maria30@adventure-works.com,70000
12074,Megan,Jenkins,S,F,megan57@adventure-works.com,70000
12077,Nicole,Sandberg,S,F,nicole47@adventure-works.com,70000
12080,Grace,Sanchez,S,F,grace26@adventure-works.com,60000
12081,Kaitlyn,Perez,S,F,kaitlyn10@adventure-works.com,60000
12086,Emily,Clark,S,F,emily20@adventure-works.com,60000
12088,Lauren,Thompson,S,F,lauren33@adventure-works.com,70000
12098,Grace,Clark,S,F,grace18@adventure-works.com,60000
12099,Sydney,Hall,S,F,sydney86@adventure-works.com,60000
12105,Abigail,Foster,S,F,abigail68@adventure-works.com,70000
12109,Morgan,Foster,S,F,morgan85@adventure-works.com,60000
12115,Chloe,Richardson,S,F,chloe55@adventure-works.com,70000
12116,Amanda,Gray,S,F,amanda15@adventure-works.com,70000
12124,Brandi,Gill,S,F,brandi13@adventure-works.com,110000
12130,Suzanne,Zhou,S,F,suzanne10@adventure-works.com,120000
12141,Kaitlyn,Lee,S,F,kaitlyn45@adventure-works.com,90000
12142,Gabriella,Torres,S,F,gabriella11@adventure-works.com,100000
12148,Gabrielle,Morris,S,F,gabrielle1@adventure-works.com,100000
12153,Kaitlyn,Bailey,S,F,kaitlyn54@adventure-works.com,70000
12154,Hailey,Adams,S,F,hailey55@adventure-works.com,80000
12155,Gabriella,Lopez,S,F,gabriella44@adventure-works.com,80000
12160,Jaclyn,Zhang,S,F,jaclyn0@adventure-works.com,90000
12169,Abigail,Howard,S,F,abigail16@adventure-works.com,120000
12171,Alyssa,Cooper,S,F,alyssa35@adventure-works.com,130000
12179,Alexis,Jones,S,F,alexis3@adventure-works.com,50000
12180,Holly,Mehta,S,F,holly13@adventure-works.com,50000
12185,Kaitlyn,Patterson,S,F,kaitlyn77@adventure-works.com,100000
12188,Ashley,Thomas,S,F,ashley11@adventure-works.com,110000
12192,Jocelyn,Hayes,S,F,jocelyn22@adventure-works.com,60000
12194,Destiny,Foster,S,F,destiny64@adventure-works.com,70000
12195,Erin,Morris,S,F,erin22@adventure-works.com,70000
12196,Alexis,Miller,S,F,alexis5@adventure-works.com,70000
12199,Christina,Richardson,S,F,christina7@adventure-works.com,40000
12205,Madison,Long,S,F,madison45@adventure-works.com,130000
12231,Isabelle,Patterson,S,F,isabelle9@adventure-works.com,10000
12241,Kristine,Sandberg,S,F,kristine21@adventure-works.com,10000
12243,Kristy,Rubio,S,F,kristy19@adventure-works.com,10000
12247,Brandy,Raman,S,F,brandy8@adventure-works.com,20000
12250,Andrea,Collins,S,F,andrea26@adventure-works.com,10000
12253,Jenny,Sun,S,F,jenny15@adventure-works.com,20000
12255,Robyn,Alvarez,S,F,robyn3@adventure-works.com,20000
12270,Ebony,Ramos,S,F,ebony38@adventure-works.com,30000
12275,Adriana,Madan,S,F,adriana8@adventure-works.com,20000
12277,Beth,Ortega,S,F,beth24@adventure-works.com,10000
12278,Meredith,Johnsen,S,F,meredith28@adventure-works.com,10000
12285,Bethany,Chande,S,F,bethany18@adventure-works.com,30000
12290,Kaylee,Morris,S,F,kaylee15@adventure-works.com,10000
12297,Felicia,Blanco,S,F,felicia15@adventure-works.com,80000
12298,Crystal,Zeng,S,F,crystal1@adventure-works.com,90000
12300,Adriana,Gonzalez,S,F,adriana19@adventure-works.com,80000
12301,Nichole,Nara,S,F,nichole16@adventure-works.com,100000
12310,Stacy,Munoz,S,F,stacy8@adventure-works.com,130000
12320,Cheryl,Alvarez,S,F,cheryl6@adventure-works.com,120000
12329,Bonnie,Shan,S,F,bonnie16@adventure-works.com,170000
12331,Meagan,Chandra,S,F,meagan2@adventure-works.com,70000
12338,Monica,Vance,S,F,monica4@adventure-works.com,70000
12340,Stacy,Diaz,S,F,stacy4@adventure-works.com,70000
12344,Dominique,Perez,S,F,dominique18@adventure-works.com,80000
12345,Alison,Raje,S,F,alison14@adventure-works.com,80000
12349,Lacey,Yuan,S,F,lacey41@adventure-works.com,90000
12355,Monique,Ortega,S,F,monique18@adventure-works.com,120000
12356,Julia,Wood,S,F,julia68@adventure-works.com,90000
12357,Susan,Lu,S,F,susan21@adventure-works.com,100000
12367,Trinity,Townsend,S,F,trinity4@adventure-works.com,10000
12371,Stefanie,Subram,S,F,stefanie10@adventure-works.com,60000
12374,Marie,Kapoor,S,F,marie5@adventure-works.com,20000
12376,Holly,Perez,S,F,holly19@adventure-works.com,20000
12378,Brianna,Sanchez,S,F,brianna25@adventure-works.com,30000
12379,Bridget,Chande,S,F,bridget17@adventure-works.com,30000
12382,Tamara,Chen,S,F,tamara33@adventure-works.com,20000
12386,Katherine,Perry,S,F,katherine33@adventure-works.com,20000
12387,Meredith,Vazquez,S,F,meredith38@adventure-works.com,30000
12388,Casey,Kumar,S,F,casey8@adventure-works.com,30000
12390,Denise,Martinez,S,F,denise18@adventure-works.com,40000
12391,Olivia,Kelly,S,F,olivia46@adventure-works.com,40000
12392,Nichole,Nath,S,F,nichole18@adventure-works.com,10000
12393,Brenda,Sai,S,F,brenda9@adventure-works.com,20000
12394,Erika,Serrano,S,F,erika14@adventure-works.com,20000
12396,Susan,Yang,S,F,susan14@adventure-works.com,30000
12398,Ashley,Clark,S,F,ashley20@adventure-works.com,40000
12401,Kimberly,Rivera,S,F,kimberly19@adventure-works.com,40000
12404,Krystal,Liang,S,F,krystal17@adventure-works.com,40000
12409,Savannah,Hill,S,F,savannah35@adventure-works.com,40000
12410,Mariah,Richardson,S,F,mariah34@adventure-works.com,40000
12415,Brianna,Richardson,S,F,brianna36@adventure-works.com,60000
12416,Veronica,Martinez,S,F,veronica19@adventure-works.com,60000
12417,Alexis,Bryant,S,F,alexis41@adventure-works.com,60000
12423,Sarah,Thompson,S,F,sarah17@adventure-works.com,20000
12438,Bailey,Rogers,S,F,bailey17@adventure-works.com,80000
12448,Hailey,Cox,S,F,hailey11@adventure-works.com,60000
12451,Anna,Simmons,S,F,anna40@adventure-works.com,60000
12453,Madison,Bennett,S,F,madison36@adventure-works.com,60000
12457,Misty,Rai,S,F,misty19@adventure-works.com,60000
12459,Stefanie,Rodriguez,S,F,stefanie17@adventure-works.com,30000
12460,Dominique,Malhotra,S,F,dominique4@adventure-works.com,30000
12467,Jennifer,Jones,S,F,jennifer31@adventure-works.com,20000
12480,Meredith,Alvarez,S,F,meredith27@adventure-works.com,10000
12483,Amanda,Perez,S,F,amanda55@adventure-works.com,20000
12484,Lori,Suarez,S,F,lori19@adventure-works.com,20000
12485,Veronica,Subram,S,F,veronica14@adventure-works.com,20000
12486,Kristen,Ye,S,F,kristen8@adventure-works.com,20000
12492,Brittany,Price,S,F,brittany0@adventure-works.com,60000
12499,Heather,Wang,S,F,heather1@adventure-works.com,20000
12500,Kathleen,Vazquez,S,F,kathleen16@adventure-works.com,30000
12503,Casey,Shen,S,F,casey2@adventure-works.com,30000
12514,Lacey,Becker,S,F,lacey9@adventure-works.com,30000
12515,Shelby,Bailey,S,F,shelby16@adventure-works.com,30000
12516,Shawna,Chander,S,F,shawna16@adventure-works.com,30000
12517,Alexa,Watson,S,F,alexa0@adventure-works.com,30000
12518,Jacquelyn,Dominguez,S,F,jacquelyn13@adventure-works.com,30000
12521,Meredith,Dominguez,S,F,meredith36@adventure-works.com,10000
12522,Brandy,Sanchez,S,F,brandy16@adventure-works.com,20000
12524,Kate,Shan,S,F,kate8@adventure-works.com,30000
12530,Isabel,Coleman,S,F,isabel6@adventure-works.com,40000
12531,Autumn,Xu,S,F,autumn11@adventure-works.com,40000
12548,Alexandra,Collins,S,F,alexandra46@adventure-works.com,10000
12549,Donna,Xie,S,F,donna3@adventure-works.com,10000
12561,Trisha,Lin,S,F,trisha2@adventure-works.com,10000
12572,Alisha,Chander,S,F,alisha40@adventure-works.com,10000
12575,Jaclyn,Shen,S,F,jaclyn25@adventure-works.com,10000
12579,Lydia,Sanchez,S,F,lydia18@adventure-works.com,10000
12581,Kristina,Fernandez,S,F,kristina16@adventure-works.com,10000
12582,Carmen,Sara,S,F,carmen13@adventure-works.com,10000
12584,Brittney,Ma,S,F,brittney14@adventure-works.com,10000
12586,Kellie,Hernandez,S,F,kellie4@adventure-works.com,10000
12588,Tracy,Chande,S,F,tracy14@adventure-works.com,10000
12616,Kelsey,Tang,S,F,kelsey3@adventure-works.com,20000
12627,Leah,Zheng,S,F,leah15@adventure-works.com,20000
12668,Melissa,Patterson,S,F,melissa5@adventure-works.com,70000
12670,Sarah,Martinez,S,F,sarah19@adventure-works.com,70000
12675,Holly,Fernandez,S,F,holly15@adventure-works.com,80000
12676,Michele,Madan,S,F,michele63@adventure-works.com,90000
12678,Dana,Serrano,S,F,dana9@adventure-works.com,130000
12681,Christy,Chow,S,F,christy2@adventure-works.com,80000
12683,Laura,Zhou,S,F,laura15@adventure-works.com,120000
12686,Trisha,Zhou,S,F,trisha3@adventure-works.com,90000
12688,Stacy,Navarro,S,F,stacy10@adventure-works.com,90000
12689,Tamara,Pal,S,F,tamara23@adventure-works.com,90000
12697,Brenda,Stone,S,F,brenda12@adventure-works.com,90000
12711,Heather,Zheng,S,F,heather18@adventure-works.com,20000
12713,Deborah,Xie,S,F,deborah7@adventure-works.com,20000
12714,Colleen,Lu,S,F,colleen11@adventure-works.com,30000
12718,Tammy,Sai,S,F,tammy6@adventure-works.com,30000
12719,Cheryl,Ruiz,S,F,cheryl3@adventure-works.com,30000
12721,Rebekah,Martinez,S,F,rebekah17@adventure-works.com,30000
12722,Latasha,Gomez,S,F,latasha1@adventure-works.com,20000
12727,Amanda,Ross,S,F,amanda25@adventure-works.com,20000
12730,Karla,Becker,S,F,karla21@adventure-works.com,30000
12733,Lacey,Cai,S,F,lacey34@adventure-works.com,10000
12734,Margaret,Zhou,S,F,margaret15@adventure-works.com,10000
12736,Diana,Ruiz,S,F,diana1@adventure-works.com,20000
12740,Kathryn,Goel,S,F,kathryn17@adventure-works.com,30000
12742,Samantha,Martinez,S,F,samantha19@adventure-works.com,40000
12744,Anna,Moore,S,F,anna68@adventure-works.com,40000
